"shooterName","SkaterTeam","position","Goals","Misses","Shots","Ice.AVG","Shot.Dist.AVG","goal.Percentage","Blocked","Successful","Accuracy"
"Anders Bjork","BOS","L",22,88,186,30,29,11.83,76,98,52.6881720430108
"Anders Bjork","BUF","L",22,88,186,30,29,11.83,76,98,52.6881720430108
"Antoine Roussel","VAN","L",22,110,213,26,29,10.33,81,103,48.3568075117371
"Austin Wagner","L.A","L",22,104,248,28,29,8.87,122,144,58.0645161290323
"Carl Hagelin","WSH","L",22,124,364,29,31,6.04,218,240,65.9340659340659
"Carson Soucy","MIN","D",22,114,291,26,48,7.56,155,177,60.8247422680412
"Joel Kiviranta","DAL","L",22,73,203,25,29,10.84,108,130,64.0394088669951
"Jujhar Khaira","EDM","L",22,98,260,28,28,8.46,140,162,62.3076923076923
"Michael Frolik","BUF","R",22,77,201,29,32,10.95,102,124,61.6915422885572
"Michael Frolik","CGY","R",22,77,201,29,32,10.95,102,124,61.6915422885572
"Michael Frolik","MTL","R",22,77,201,29,32,10.95,102,124,61.6915422885572
"Ryan McDonagh","T.B","D",22,226,494,29,47,4.45,246,268,54.251012145749
"Brad Hunt","MIN","D",21,114,291,31,49,7.22,156,177,60.8247422680412
"Brandon Sutter","VAN","C",21,67,181,28,31,11.6,93,114,62.9834254143646
"Erik Johnson","COL","D",21,165,529,27,47,3.97,343,364,68.8090737240076
"Jake Evans","MTL","C",21,78,239,28,30,8.79,140,161,67.3640167364017
"Keegan Kolesar","VGK","R",21,81,207,26,24,10.14,105,126,60.8695652173913
"Michael Grabner","ARI","L",21,43,119,24,27,17.65,55,76,63.8655462184874
"Michael Grabner","ARI","R",21,43,119,24,27,17.65,55,76,63.8655462184874
"Michael McLeod","N.J","C",21,99,258,28,30,8.14,138,159,61.6279069767442
"Rasmus Ristolainen","BUF","D",21,217,546,36,47,3.85,308,329,60.2564102564103
"Rem Pitlick","NSH","C",21,40,82,35,21,25.61,21,42,51.219512195122
"Shane Pinto","OTT","C",21,79,153,31,24,13.73,53,74,48.3660130718954
"Alexander Edler","VAN","D",20,205,482,30,54,4.15,257,277,57.4688796680498
"Brandon Carlo","BOS","D",20,205,546,27,50,3.66,321,341,62.4542124542125
"Cody Ceci","OTT","D",20,206,463,31,49,4.32,237,257,55.5075593952484
"Cody Ceci","PIT","D",20,206,463,31,49,4.32,237,257,55.5075593952484
"Cody Ceci","TOR","D",20,206,463,31,49,4.32,237,257,55.5075593952484
"Erik Cernak","T.B","D",20,201,566,27,48,3.53,345,365,64.4876325088339
"Kyle Turris","EDM","C",20,95,216,31,31,9.26,101,121,56.0185185185185
"Kyle Turris","NSH","C",20,95,216,31,31,9.26,101,121,56.0185185185185
"Loui Eriksson","VAN","L",20,79,247,28,28,8.1,148,168,68.0161943319838
"Matt Roy","L.A","D",20,217,493,28,50,4.06,256,276,55.9837728194726
"Ryan Poehling","MTL","C",20,61,165,27,25,12.12,84,104,63.030303030303
"Steven Lorentz","CAR","C",20,103,229,29,25,8.73,106,126,55.0218340611354
"Zach Whitecloud","VGK","D",20,143,256,26,48,7.81,93,113,44.140625
"Alexander Steen","STL","L",19,55,184,28,29,10.33,110,129,70.1086956521739
"Brendan Perlini","CHI","L",19,80,169,30,29,11.24,70,89,52.6627218934911
"Brendan Perlini","DET","L",19,80,169,30,29,11.24,70,89,52.6627218934911
"Carter Rowney","ANA","C",19,58,122,26,27,15.57,45,64,52.4590163934426
"Joel Edmundson","CAR","D",19,169,416,27,49,4.57,228,247,59.375
"Joel Edmundson","MTL","D",19,169,416,27,49,4.57,228,247,59.375
"Joel Edmundson","STL","D",19,169,416,27,49,4.57,228,247,59.375
"Kevin Stenlund","CBJ","C",19,63,157,31,30,12.1,75,94,59.8726114649682
"Klim Kostin","STL","C",19,40,83,28,25,22.89,24,43,51.8072289156626
"Nolan Patrick","PHI","C",19,87,179,30,27,10.61,73,92,51.3966480446927
"Vladislav Gavrikov","CBJ","D",19,124,332,32,43,5.72,189,208,62.6506024096386
"Anton Stralman","FLA","D",18,104,275,27,48,6.55,153,171,62.1818181818182
"Anton Stralman","T.B","D",18,104,275,27,48,6.55,153,171,62.1818181818182
"Bryan Little","WPG","C",18,44,127,30,28,14.17,65,83,65.3543307086614
"Colton Sceviour","FLA","C",18,91,305,29,32,5.9,196,214,70.1639344262295
"Colton Sceviour","PIT","R",18,91,305,29,32,5.9,196,214,70.1639344262295
"Dominik Simon","CGY","C",18,109,301,28,29,5.98,174,192,63.7873754152824
"Dominik Simon","PIT","C",18,109,301,28,29,5.98,174,192,63.7873754152824
"Dylan Gambrell","S.J","C",18,106,186,27,27,9.68,62,80,43.010752688172
"Evgeny Svechnikov","DET","L",18,59,152,28,26,11.84,75,93,61.1842105263158
"Evgeny Svechnikov","DET","R",18,59,152,28,26,11.84,75,93,61.1842105263158
"Joe Veleno","DET","C",18,46,148,31,26,12.16,84,102,68.9189189189189
"Keith Yandle","FLA","D",18,212,536,36,53,3.36,306,324,60.4477611940298
"Marco Scandella","BUF","D",18,100,302,28,46,5.96,184,202,66.887417218543
"Marco Scandella","STL","D",18,100,302,28,46,5.96,184,202,66.887417218543
"Melker Karlsson","S.J","C",18,56,137,26,30,13.14,63,81,59.1240875912409
"Micheal Ferland","CAR","L",18,58,163,28,25,11.04,87,105,64.4171779141104
"Micheal Ferland","VAN","L",18,58,163,28,25,11.04,87,105,64.4171779141104
"Nick Holden","VGK","D",18,185,382,28,50,4.71,179,197,51.5706806282722
"Nick Leddy","NYI","D",18,230,451,31,47,3.99,203,221,49.0022172949002
"Rasmus Asplund","BUF","C",18,70,235,30,31,7.66,147,165,70.2127659574468
"Troy Stecher","DET","D",18,165,396,29,48,4.55,213,231,58.3333333333333
"Troy Stecher","VAN","D",18,165,396,29,48,4.55,213,231,58.3333333333333
"Brendan Smith","NYR","D",17,129,293,26,45,5.8,147,164,55.9726962457338
"Brett Kulak","MTL","D",17,154,516,27,49,3.29,345,362,70.1550387596899
"Colin Miller","BUF","D",17,218,431,29,53,3.94,196,213,49.4199535962877
"Colin Miller","VGK","D",17,218,431,29,53,3.94,196,213,49.4199535962877
"Matt Niskanen","PHI","D",17,91,269,32,50,6.32,161,178,66.1710037174721
"Matt Niskanen","WSH","D",17,91,269,32,50,6.32,161,178,66.1710037174721
"Nikita Gusev","FLA","L",17,70,212,36,36,8.02,125,142,66.9811320754717
"Nikita Gusev","N.J","L",17,70,212,36,36,8.02,125,142,66.9811320754717
"Sam Carrick","ANA","C",17,64,157,27,36,10.83,76,93,59.2356687898089
"Sean Walker","L.A","D",17,152,371,29,46,4.58,202,219,59.0296495956873
"Ben Hutton","L.A","D",16,136,395,27,50,4.05,243,259,65.5696202531646
"Ben Hutton","TOR","D",16,136,395,27,50,4.05,243,259,65.5696202531646
"Ben Hutton","VAN","D",16,136,395,27,50,4.05,243,259,65.5696202531646
"Colin Wilson","COL","C",16,47,125,30,26,12.8,62,78,62.4
"David Savard","CBJ","D",16,174,454,28,46,3.52,264,280,61.6740088105727
"David Savard","T.B","D",16,174,454,28,46,3.52,264,280,61.6740088105727
"Derek Forbort","CGY","D",16,154,286,24,52,5.59,116,132,46.1538461538462
"Derek Forbort","L.A","D",16,154,286,24,52,5.59,116,132,46.1538461538462
"Derek Forbort","WPG","D",16,154,286,24,52,5.59,116,132,46.1538461538462
"Greg McKegg","BOS","C",16,36,93,28,21,17.2,41,57,61.2903225806452
"Greg McKegg","CAR","C",16,36,93,28,21,17.2,41,57,61.2903225806452
"Greg McKegg","NYR","C",16,36,93,28,21,17.2,41,57,61.2903225806452
"Jason Pominville","BUF","R",16,34,117,33,31,13.68,67,83,70.9401709401709
"Jordan Weal","MTL","C",16,51,145,30,27,11.03,78,94,64.8275862068965
"Josh Manson","ANA","D",16,118,333,26,46,4.8,199,215,64.5645645645646
"Marc-Edouard Vlasic","S.J","D",16,228,351,27,49,4.56,107,123,35.042735042735
"Mark Pysyk","DAL","D",16,92,234,25,42,6.84,126,142,60.6837606837607
"Mark Pysyk","FLA","D",16,92,234,25,42,6.84,126,142,60.6837606837607
"Nicolas Hague","VGK","D",16,190,373,29,48,4.29,167,183,49.0616621983914
"Peyton Krebs","VGK","C",16,54,118,34,29,13.56,48,64,54.2372881355932
"Ryan Carpenter","CHI","C",16,119,310,30,26,5.16,175,191,61.6129032258064
"Ryan Carpenter","VGK","C",16,119,310,30,26,5.16,175,191,61.6129032258064
"Sheldon Dries","COL","C",16,60,144,28,26,11.11,68,84,58.3333333333333
"Thomas Vanek","DET","L",16,43,92,36,29,17.39,33,49,53.2608695652174
"Zdeno Chara","BOS","D",16,148,355,28,53,4.51,191,207,58.3098591549296
"Zdeno Chara","WSH","D",16,148,355,28,53,4.51,191,207,58.3098591549296
"Alex Goligoski","ARI","D",15,144,412,30,50,3.64,253,268,65.0485436893204
"Bowen Byram","COL","D",15,82,186,32,39,8.06,89,104,55.9139784946236
"Dakota Joshua","STL","C",15,29,96,27,19,15.62,52,67,69.7916666666667
"Dryden Hunt","ARI","L",15,94,230,29,28,6.52,121,136,59.1304347826087
"Dryden Hunt","FLA","L",15,94,230,29,28,6.52,121,136,59.1304347826087
"Duncan Keith","CHI","D",15,162,457,34,50,3.28,280,295,64.5514223194748
"Ethan Bear","EDM","D",15,106,319,30,48,4.7,198,213,66.7711598746082
"Frans Nielsen","DET","C",15,60,215,26,29,6.98,140,155,72.0930232558139
"Joakim Nordstrom","BOS","C",15,88,221,27,34,6.79,118,133,60.1809954751131
"Joakim Nordstrom","CGY","C",15,88,221,27,34,6.79,118,133,60.1809954751131
"Jordan Oesterle","ARI","D",15,151,297,29,48,5.05,131,146,49.1582491582492
"Marc Staal","DET","D",15,147,318,27,46,4.72,156,171,53.7735849056604
"Marc Staal","NYR","D",15,147,318,27,46,4.72,156,171,53.7735849056604
"Markus Granlund","EDM","C",15,46,134,28,30,11.19,73,88,65.6716417910448
"Markus Granlund","VAN","C",15,46,134,28,30,11.19,73,88,65.6716417910448
"Matt Luff","L.A","R",15,69,119,28,31,12.61,35,50,42.0168067226891
"Oliver Kylington","CGY","D",15,108,208,24,47,7.21,85,100,48.0769230769231
"Olli Maatta","CHI","D",15,149,321,28,48,4.67,157,172,53.5825545171339
"Olli Maatta","L.A","D",15,149,321,28,48,4.67,157,172,53.5825545171339
"Olli Maatta","PIT","D",15,149,321,28,48,4.67,157,172,53.5825545171339
"Radko Gudas","FLA","D",15,263,544,28,54,2.76,266,281,51.6544117647059
"Radko Gudas","PHI","D",15,263,544,28,54,2.76,266,281,51.6544117647059
"Radko Gudas","WSH","D",15,263,544,28,54,2.76,266,281,51.6544117647059
"Ty Dellandrea","DAL","C",15,70,135,27,28,11.11,50,65,48.1481481481481
"Caleb Jones","EDM","D",14,93,271,32,47,5.17,164,178,65.6826568265683
"Connor Clifton","BOS","D",14,131,297,27,46,4.71,152,166,55.8922558922559
"Erik Gudbranson","ANA","D",14,199,474,25,51,2.95,261,275,58.0168776371308
"Erik Gudbranson","NSH","D",14,199,474,25,51,2.95,261,275,58.0168776371308
"Erik Gudbranson","PIT","D",14,199,474,25,51,2.95,261,275,58.0168776371308
"Ian Cole","COL","D",14,202,428,28,50,3.27,212,226,52.803738317757
"Ian Cole","MIN","D",14,202,428,28,50,3.27,212,226,52.803738317757
"Jake McCabe","BUF","D",14,138,331,29,48,4.23,179,193,58.3081570996979
"Janne Kuokkanen","CAR","L",14,64,117,30,28,11.97,39,53,45.2991452991453
"Janne Kuokkanen","N.J","L",14,64,117,30,28,11.97,39,53,45.2991452991453
"Jansen Harkins","WPG","C",14,53,119,30,30,11.76,52,66,55.4621848739496
"Jaret Anderson-Dolan","L.A","C",14,34,96,31,30,14.58,48,62,64.5833333333333
"Joey Anderson","N.J","R",14,49,107,24,31,13.08,44,58,54.2056074766355
"Joey Anderson","TOR","R",14,49,107,24,31,13.08,44,58,54.2056074766355
"John Marino","PIT","D",14,133,293,28,47,4.78,146,160,54.6075085324232
"Julien Gauthier","NYR","R",14,68,157,28,23,8.92,75,89,56.687898089172
"Kiefer Sherwood","ANA","R",14,66,147,29,30,9.52,67,81,55.1020408163265
"Kiefer Sherwood","COL","L",14,66,147,29,30,9.52,67,81,55.1020408163265
"Kieffer Bellows","NYI","L",14,49,128,32,31,10.94,65,79,61.71875
"Martin Fehervary","WSH","D",14,68,178,28,44,7.87,96,110,61.7977528089888
"Michael Stone","CGY","D",14,109,236,24,56,5.93,113,127,53.8135593220339
"Rasmus Sandin","TOR","D",14,73,148,31,45,9.46,61,75,50.6756756756757
"Travis Dermott","TOR","D",14,114,254,26,50,5.51,126,140,55.1181102362205
"Trevor van Riemsdyk","CAR","D",14,142,360,28,49,3.89,204,218,60.5555555555556
"Trevor van Riemsdyk","WSH","D",14,142,360,28,49,3.89,204,218,60.5555555555556
"Troy Brouwer","FLA","R",14,32,85,27,32,16.47,39,53,62.3529411764706
"Troy Brouwer","STL","R",14,32,85,27,32,16.47,39,53,62.3529411764706
"Austin Czarnik","CGY","C",13,48,104,29,30,12.5,43,56,53.8461538461538
"Austin Czarnik","NYI","C",13,48,104,29,30,12.5,43,56,53.8461538461538
"Brayden McNabb","VGK","D",13,224,418,29,48,3.11,181,194,46.4114832535885
"Dante Fabbro","NSH","D",13,131,340,29,51,3.82,196,209,61.4705882352941
"David Backes","ANA","R",13,60,199,33,36,6.53,126,139,69.8492462311558
"David Backes","BOS","R",13,60,199,33,36,6.53,126,139,69.8492462311558
"Dominic Toninato","COL","C",13,35,81,31,26,16.05,33,46,56.7901234567901
"Dominic Toninato","FLA","C",13,35,81,31,26,16.05,33,46,56.7901234567901
"Dominic Toninato","WPG","C",13,35,81,31,26,16.05,33,46,56.7901234567901
"Henri Jokiharju","BUF","D",13,116,338,29,52,3.85,209,222,65.6804733727811
"Henri Jokiharju","CHI","D",13,116,338,29,52,3.85,209,222,65.6804733727811
"Jake Walman","STL","D",13,92,262,26,46,4.96,157,170,64.8854961832061
"Karson Kuhlman","BOS","C",13,92,219,29,31,5.94,114,127,57.9908675799087
"Luke Schenn","T.B","D",13,116,277,25,54,4.69,148,161,58.1227436823105
"Luke Schenn","VAN","D",13,116,277,25,54,4.69,148,161,58.1227436823105
"Matthew Highmore","CHI","C",13,52,133,26,27,9.77,68,81,60.9022556390977
"Matthew Highmore","VAN","C",13,52,133,26,27,9.77,68,81,60.9022556390977
"Mikko Koivu","CBJ","C",13,60,158,35,30,8.23,85,98,62.0253164556962
"Mikko Koivu","MIN","C",13,60,158,35,30,8.23,85,98,62.0253164556962
"Nate Thompson","MTL","C",13,70,180,25,28,7.22,97,110,61.1111111111111
"Nate Thompson","PHI","C",13,70,180,25,28,7.22,97,110,61.1111111111111
"Nate Thompson","WPG","C",13,70,180,25,28,7.22,97,110,61.1111111111111
"Nick Jensen","WSH","D",13,192,423,30,47,3.07,218,231,54.6099290780142
"Robert Hagg","PHI","D",13,164,249,25,50,5.22,72,85,34.136546184739
"Wade Allison","PHI","R",13,49,102,29,26,12.75,40,53,51.9607843137255
"Zack MacEwen","VAN","C",13,98,199,26,31,6.53,88,101,50.7537688442211
"Zack Smith","CHI","C",13,51,131,28,32,9.92,67,80,61.0687022900763
"Zack Smith","OTT","L",13,51,131,28,32,9.92,67,80,61.0687022900763
"Andy Greene","N.J","D",12,153,283,25,47,4.24,118,130,45.9363957597173
"Andy Greene","NYI","D",12,153,283,25,47,4.24,118,130,45.9363957597173
"Artem Zub","OTT","D",12,73,160,26,50,7.5,75,87,54.375
"Brandon Pirri","CHI","C",12,44,101,32,31,11.88,45,57,56.4356435643564
"Brandon Pirri","VGK","C",12,44,101,32,31,11.88,45,57,56.4356435643564
"Brian Dumoulin","PIT","D",12,189,362,29,48,3.31,161,173,47.7900552486188
"Christopher Tanev","CGY","D",12,115,266,25,50,4.51,139,151,56.7669172932331
"Christopher Tanev","VAN","D",12,115,266,25,50,4.51,139,151,56.7669172932331
"Dmitry Kulikov","EDM","D",12,140,305,29,46,3.93,153,165,54.0983606557377
"Dmitry Kulikov","WPG","D",12,140,305,29,46,3.93,153,165,54.0983606557377
"Henrik Borgstrom","FLA","C",12,35,86,26,28,13.95,39,51,59.3023255813954
"Jan Rutta","T.B","D",12,143,311,26,50,3.86,156,168,54.0192926045016
"Jayce Hawryluk","FLA","C",12,29,67,26,27,17.91,26,38,56.7164179104478
"Jayce Hawryluk","OTT","R",12,29,67,26,27,17.91,26,38,56.7164179104478
"Jayce Hawryluk","VAN","C",12,29,67,26,27,17.91,26,38,56.7164179104478
"John Hayden","ARI","C",12,67,164,27,32,7.32,85,97,59.1463414634146
"John Hayden","CHI","R",12,67,164,27,32,7.32,85,97,59.1463414634146
"John Hayden","N.J","C",12,67,164,27,32,7.32,85,97,59.1463414634146
"Justin Braun","PHI","D",12,174,385,26,53,3.12,199,211,54.8051948051948
"Justin Braun","S.J","D",12,174,385,26,53,3.12,199,211,54.8051948051948
"Leo Komarov","NYI","R",12,65,181,29,32,6.63,104,116,64.0883977900553
"Mackenzie MacEachern","STL","L",12,29,136,27,26,8.82,95,107,78.6764705882353
"Nathan Walker","STL","L",12,43,89,30,28,13.48,34,46,51.685393258427
"Nathan Walker","WSH","L",12,43,89,30,28,13.48,34,46,51.685393258427
"Patrick Brown","VGK","C",12,68,130,26,34,9.23,50,62,47.6923076923077
"Pontus Aberg","MIN","L",12,49,93,38,32,12.9,32,44,47.3118279569892
"Pontus Aberg","TOR","L",12,49,93,38,32,12.9,32,44,47.3118279569892
"Riley Nash","CBJ","C",12,72,236,28,30,5.08,152,164,69.4915254237288
"Tobias Rieder","BUF","L",12,78,232,28,28,5.17,142,154,66.3793103448276
"Tobias Rieder","CGY","C",12,78,232,28,28,5.17,142,154,66.3793103448276
"Tobias Rieder","EDM","R",12,78,232,28,28,5.17,142,154,66.3793103448276
"Adam Ruzicka","CGY","C",11,40,89,27,30,12.36,38,49,55.0561797752809
"Alex Nylander","CHI","L",11,36,102,34,30,10.78,55,66,64.7058823529412
"Andrew Ladd","NYI","L",11,32,85,31,27,12.94,42,53,62.3529411764706
"Calle Rosen","TOR","D",11,42,97,25,48,11.34,44,55,56.701030927835
"Haydn Fleury","ANA","D",11,112,238,27,50,4.62,115,126,52.9411764705882
"Haydn Fleury","CAR","D",11,112,238,27,50,4.62,115,126,52.9411764705882
"Jon Merrill","MTL","D",11,150,262,30,48,4.2,101,112,42.7480916030534
"Jon Merrill","VGK","D",11,150,262,30,48,4.2,101,112,42.7480916030534
"Juho Lammikko","FLA","C",11,54,138,27,30,7.97,73,84,60.8695652173913
"Juho Lammikko","FLA","R",11,54,138,27,30,7.97,73,84,60.8695652173913
"Magnus Paajarvi","OTT","L",11,35,108,29,31,10.19,62,73,67.5925925925926
"Nikita Zaitsev","OTT","D",11,185,287,27,50,3.83,91,102,35.5400696864112
"Nikita Zaitsev","TOR","D",11,185,287,27,50,3.83,91,102,35.5400696864112
"Philippe Myers","PHI","D",11,128,246,28,52,4.47,107,118,47.9674796747967
"Sami Vatanen","DAL","D",11,85,256,32,51,4.3,160,171,66.796875
"Sami Vatanen","N.J","D",11,85,256,32,51,4.3,160,171,66.796875
"Timothy Liljegren","TOR","D",11,70,158,26,47,6.96,77,88,55.6962025316456
"Will Butcher","N.J","D",11,134,231,32,48,4.76,86,97,41.991341991342
"Alexander Wennberg","CBJ","C",10,53,137,33,33,7.3,74,84,61.3138686131387
"Brendan Leipsic","L.A","L",10,59,132,29,31,7.58,63,73,55.3030303030303
"Brendan Leipsic","WSH","L",10,59,132,29,31,7.58,63,73,55.3030303030303
"Brenden Dillon","S.J","D",10,209,371,29,52,2.7,152,162,43.6657681940701
"Brenden Dillon","WSH","D",10,209,371,29,52,2.7,152,162,43.6657681940701
"Calvin de Haan","CAR","D",10,224,372,29,51,2.69,138,148,39.7849462365591
"Calvin de Haan","CHI","D",10,224,372,29,51,2.69,138,148,39.7849462365591
"Dennis Cholowski","DET","D",10,79,133,31,48,7.52,44,54,40.6015037593985
"Dylan DeMelo","OTT","D",10,156,405,26,51,2.47,239,249,61.4814814814815
"Dylan DeMelo","WPG","D",10,156,405,26,51,2.47,239,249,61.4814814814815
"Frederik Gauthier","ARI","C",10,28,84,29,27,11.9,46,56,66.6666666666667
"Frederik Gauthier","TOR","C",10,28,84,29,27,11.9,46,56,66.6666666666667
"Hudson Fasching","ARI","R",10,30,71,30,23,14.08,31,41,57.7464788732394
"Jake Bean","CAR","D",10,86,163,29,45,6.13,67,77,47.239263803681
"Jani Hakanpaa","ANA","D",10,96,174,28,50,5.75,68,78,44.8275862068966
"Jani Hakanpaa","CAR","D",10,96,174,28,50,5.75,68,78,44.8275862068966
"Josh Mahura","ANA","D",10,87,176,26,48,5.68,79,89,50.5681818181818
"MacKenzie Entwistle","CHI","R",10,46,80,34,29,12.5,24,34,42.5
"Michael Del Zotto","ANA","D",10,91,202,28,47,4.95,101,111,54.950495049505
"Michael Del Zotto","CBJ","D",10,91,202,28,47,4.95,101,111,54.950495049505
"Michael Del Zotto","STL","D",10,91,202,28,47,4.95,101,111,54.950495049505
"Michal Kempny","WSH","D",10,94,191,31,51,5.24,87,97,50.7853403141361
"Morgan Barron","NYR","C",10,48,150,30,25,6.67,92,102,68
"Oscar Klefbom","EDM","D",10,123,327,35,49,3.06,194,204,62.3853211009174
"Robert Bortuzzo","STL","D",10,89,223,23,44,4.48,124,134,60.0896860986547
"Ryan Lindgren","NYR","D",10,101,289,27,44,3.46,178,188,65.0519031141868
"Andrew Peeke","CBJ","D",9,91,181,30,50,4.97,81,90,49.7237569060773
"Connor McMichael","WSH","C",9,33,101,32,23,8.91,59,68,67.3267326732673
"Danny DeKeyser","DET","D",9,72,162,23,48,5.56,81,90,55.5555555555556
"Jack Johnson","NYR","D",9,140,332,28,49,2.71,183,192,57.8313253012048
"Jack Johnson","PIT","D",9,140,332,28,49,2.71,183,192,57.8313253012048
"Jordie Benn","MTL","D",9,99,244,26,55,3.69,136,145,59.4262295081967
"Jordie Benn","VAN","D",9,99,244,26,55,3.69,136,145,59.4262295081967
"Jordie Benn","WPG","D",9,99,244,26,55,3.69,136,145,59.4262295081967
"Justin Holl","TOR","D",9,112,289,28,45,3.11,168,177,61.2456747404844
"Marcus Pettersson","PIT","D",9,250,405,28,50,2.22,146,155,38.2716049382716
"Mario Ferraro","S.J","D",9,111,227,32,46,3.96,107,116,51.1013215859031
"Martin Frk","DET","R",9,44,60,30,34,15,7,16,26.6666666666667
"Martin Frk","L.A","R",9,44,60,30,34,15,7,16,26.6666666666667
"Michael McCarron","NSH","R",9,35,89,30,25,10.11,45,54,60.6741573033708
"Mikey Anderson","L.A","D",9,96,213,32,46,4.23,108,117,54.9295774647887
"Oscar Lindberg","OTT","L",9,34,82,28,31,10.98,39,48,58.5365853658537
"Parker Kelly","OTT","C",9,36,99,23,32,9.09,54,63,63.6363636363636
"Phillip Di Giuseppe","NSH","L",9,48,173,30,31,5.2,116,125,72.2543352601156
"Phillip Di Giuseppe","NYR","L",9,48,173,30,31,5.2,116,125,72.2543352601156
"Quinton Byfield","L.A","C",9,75,123,30,26,7.32,39,48,39.0243902439024
"Rasmus Kupari","L.A","C",9,60,104,26,28,8.65,35,44,42.3076923076923
"Sven Baertschi","VAN","L",9,27,42,31,23,21.43,6,15,35.7142857142857
"Brent Seabrook","CHI","D",8,52,197,28,48,4.06,137,145,73.6040609137056
"Brian Gibbons","CAR","C",8,26,51,27,31,15.69,17,25,49.0196078431373
"Brian Gibbons","OTT","L",8,26,51,27,31,15.69,17,25,49.0196078431373
"Chad Ruhwedel","PIT","D",8,102,199,25,52,4.02,89,97,48.7437185929648
"Drew O'Connor","PIT","L",8,50,102,30,26,7.84,44,52,50.9803921568627
"Givani Smith","DET","R",8,31,116,29,31,6.9,77,85,73.2758620689655
"Jay Beagle","VAN","C",8,52,140,23,24,5.71,80,88,62.8571428571429
"Jeremy Lauzon","BOS","D",8,95,235,29,49,3.4,132,140,59.5744680851064
"Jesse Ylonen","MTL","R",8,17,52,30,35,15.38,27,35,67.3076923076923
"Jonas Siegenthaler","N.J","D",8,128,250,27,50,3.2,114,122,48.8
"Jonas Siegenthaler","WSH","D",8,128,250,27,50,3.2,114,122,48.8
"Josh Brown","FLA","D",8,99,188,26,51,4.26,81,89,47.3404255319149
"Josh Brown","OTT","D",8,99,188,26,51,4.26,81,89,47.3404255319149
"Kurtis MacDermid","L.A","D",8,65,130,24,49,6.15,57,65,50
"Liam Foudy","CBJ","C",8,52,123,33,25,6.5,63,71,57.7235772357724
"Mark Borowiecki","NSH","D",8,115,179,25,52,4.47,56,64,35.7541899441341
"Mark Borowiecki","OTT","D",8,115,179,25,52,4.47,56,64,35.7541899441341
"Markus Nutivaara","CBJ","D",8,77,191,26,47,4.19,106,114,59.6858638743455
"Markus Nutivaara","FLA","D",8,77,191,26,47,4.19,106,114,59.6858638743455
"Mathieu Olivier","NSH","R",8,46,106,32,26,7.55,52,60,56.6037735849057
"Matt Benning","EDM","D",8,133,295,26,50,2.71,154,162,54.9152542372881
"Matt Benning","NSH","D",8,133,295,26,50,2.71,154,162,54.9152542372881
"Michael Dal Colle","NYI","L",8,34,110,28,24,7.27,68,76,69.0909090909091
"Mike Green","DET","D",8,78,159,33,48,5.03,73,81,50.9433962264151
"Mike Green","EDM","D",8,78,159,33,48,5.03,73,81,50.9433962264151
"Mike Reilly","BOS","D",8,197,451,29,48,1.77,246,254,56.3192904656319
"Mike Reilly","MTL","D",8,197,451,29,48,1.77,246,254,56.3192904656319
"Mike Reilly","OTT","D",8,197,451,29,48,1.77,246,254,56.3192904656319
"Mikkel Boedker","OTT","L",8,31,108,30,28,7.41,69,77,71.2962962962963
"Saku Maenalanen","CAR","R",8,43,99,27,31,8.08,48,56,56.5656565656566
"Scott Harrington","CBJ","D",8,84,136,26,49,5.88,44,52,38.2352941176471
"Tim Schaller","L.A","L",8,32,85,26,25,9.41,45,53,62.3529411764706
"Tim Schaller","VAN","C",8,32,85,26,25,9.41,45,53,62.3529411764706
"Ty Smith","N.J","D",8,75,165,35,49,4.85,82,90,54.5454545454545
"Zach Bogosian","BUF","D",8,128,337,30,50,2.37,201,209,62.0178041543027
"Zach Bogosian","T.B","D",8,128,337,30,50,2.37,201,209,62.0178041543027
"Zach Bogosian","TOR","D",8,128,337,30,50,2.37,201,209,62.0178041543027
"A.J. Greer","COL","L",7,23,82,28,26,8.54,52,59,71.9512195121951
"A.J. Greer","N.J","L",7,23,82,28,26,8.54,52,59,71.9512195121951
"Alexander Romanov","MTL","D",7,122,276,30,52,2.54,147,154,55.7971014492754
"Alexander Volkov","ANA","R",7,12,35,29,24,20,16,23,65.7142857142857
"Alexander Volkov","T.B","R",7,12,35,29,24,20,16,23,65.7142857142857
"Arttu Ruotsalainen","BUF","C",7,12,44,26,34,15.91,25,32,72.7272727272727
"Brandon Dubinsky","CBJ","C",7,16,67,29,29,10.45,44,51,76.1194029850746
"Eric Fehr","MIN","C",7,35,60,26,30,11.67,18,25,41.6666666666667
"Jake Gardiner","CAR","D",7,107,192,28,51,3.65,78,85,44.2708333333333
"Jake Gardiner","TOR","D",7,107,192,28,51,3.65,78,85,44.2708333333333
"Jalen Chatfield","VAN","D",7,75,141,27,46,4.96,59,66,46.8085106382979
"Jamie Drysdale","ANA","D",7,88,166,33,45,4.22,71,78,46.9879518072289
"Juuso Valimaki","CGY","D",7,79,201,29,45,3.48,115,122,60.6965174129353
"Logan Brown","OTT","C",7,32,70,26,22,10,31,38,54.2857142857143
"Lukas Radil","S.J","C",7,23,49,26,28,14.29,19,26,53.0612244897959
"Lukas Sedlak","CBJ","C",7,27,80,26,24,8.75,46,53,66.25
"Matt Cullen","PIT","C",7,21,83,26,28,8.43,55,62,74.6987951807229
